Year,Month,Reason Category,State,Count
2014,4,Others,South Carolina,2
2014,4,Others,Tennessee,2
2014,4,Others,Texas,4
2014,4,Others,Utah,2
2014,4,Others,Virginia,3
2014,4,Others,Washington,3
2014,4,Others,Massachusetts,2
2014,4,Others,Missouri,2
2014,4,Others,Nevada,2
2014,4,Others,Alaska,1
2014,4,Others,Arkansas,1
2014,4,Others,Delaware,1
2014,4,Others,Idaho,1
2014,4,Others,Kansas,1
2014,4,Others,Montana,1
2014,4,Others,Nebraska,1
2014,4,Others,New Hampshire,1
2014,4,Others,New Mexico,1
2014,4,Others,North Dakota,1
2014,4,Others,Rhode Island,1
2014,4,Others,South Dakota,1
2014,4,Others,Vermont,1
2014,4,Others,West Virginia,1
2014,4,Others,Wisconsin,1
2014,4,Others,Wyoming,1
2014,4,Undeclared,California,2
2014,4,Undeclared,Georgia,2
2014,4,Undeclared,New Jersey,4
2014,4,Undeclared,New York,2
2014,4,Undeclared,Texas,1
2014,4,Undeclared,Virginia,3
2014,4,Undeclared,Florida,1
2014,4,Undeclared,Indiana,2
2014,4,Undeclared,Massachusetts,1
2014,4,Undeclared,Nevada,1
2014,4,Undeclared,North Carolina,1
2014,4,Undeclared,Pennsylvania,2
2014,4,Undeclared,Washington,2
2014,4,Undeclared,Arizona,1
2014,4,Undeclared,Illinois,1
2014,4,Undeclared,Iowa,1
2014,4,Undeclared,Michigan,1
2014,4,Undeclared,Minnesota,1
2014,4,Undeclared,Wisconsin,1
2014,4,Undeclared,Kentucky,1
2014,4,Undeclared,Maryland,1
2014,4,Undeclared,Ohio,1
2014,5,E-Coli,Pennsylvania,1
2014,5,E-Coli,West Virginia,1
2014,5,Listeria,Arizona,1
2014,5,Listeria,California,1
2014,5,Listeria,Colorado,1
2014,5,Listeria,New Jersey,2
2014,5,Listeria,Texas,1
2014,5,Listeria,Connecticut,1
2014,5,Listeria,Delaware,1
2014,5,Listeria,Maine,1
2014,5,Listeria,Maryland,1
2014,5,Listeria,Massachusetts,1
2014,5,Listeria,New Hampshire,1
2014,5,Listeria,New York,1
2014,5,Listeria,North Carolina,1
2014,5,Listeria,Ohio,1
2014,5,Listeria,Pennsylvania,1
2014,5,Listeria,Rhode Island,1
2014,5,Listeria,Vermont,1
2014,5,Listeria,Virginia,1
2014,5,Listeria,West Virginia,1
2014,5,Mold,Delaware,1
2014,5,Mold,Illinois,1
2014,5,Mold,Indiana,1
2014,5,Mold,Iowa,1
2014,5,Mold,Kentucky,1
2014,5,Mold,Maryland,1
2014,5,Mold,Minnesota,1
2014,5,Mold,Missouri,1
2014,5,Mold,New Jersey,1
2014,5,Mold,New York,1
2014,5,Mold,Ohio,1
2014,5,Mold,Pennsylvania,1
2014,5,Mold,South Dakota,1
2014,5,Mold,Tennessee,1
2014,5,Mold,Virginia,1
2014,5,Mold,Wisconsin,1
2014,5,Others,California,2
2014,5,Others,Florida,1
2014,5,Others,Hawaii,1
2014,5,Others,Idaho,2
2014,5,Others,Illinois,2
2014,5,Others,Iowa,1
2014,5,Others,Michigan,2
2014,5,Others,Minnesota,2
2014,5,Others,Nevada,1
2014,5,Others,New Jersey,2
2014,5,Others,New Mexico,2
2014,5,Others,New York,3
2014,5,Others,Oregon,1
2014,5,Others,Tennessee,1
2014,5,Others,Utah,2
2014,5,Others,Virginia,2
2014,5,Others,Washington,2
2014,5,Others,Wisconsin,1
2014,5,Others,Nebraska,1
2014,5,Others,Indiana,2
2014,5,Others,Kentucky,1
2014,5,Others,Ohio,3
2014,5,Others,West Virginia,1
2014,5,Others,Maryland,2
2014,5,Others,Pennsylvania,2
2014,5,Others,Delaware,1
2014,5,Salmonella,Connecticut,1
2014,5,Salmonella,Utah,1
2014,5,Salmonella,Colorado,1
2014,5,Salmonella,New Mexico,1
2014,5,Salmonella,Virginia,1
2014,5,Undeclared,Indiana,5
2014,5,Undeclared,Oregon,4
2014,5,Undeclared,Washington,4
2014,5,Undeclared,Alabama,1
2014,5,Undeclared,Alaska,1
2014,5,Undeclared,Arizona,1
2014,5,Undeclared,California,2
2014,5,Undeclared,Colorado,1
2014,5,Undeclared,Connecticut,2
2014,5,Undeclared,Florida,2
2014,5,Undeclared,Georgia,1
2014,5,Undeclared,Hawaii,1
2014,5,Undeclared,Idaho,1
2014,5,Undeclared,Illinois,1
2014,5,Undeclared,Iowa,1
2014,5,Undeclared,Kansas,1
2014,5,Undeclared,Kentucky,1
2014,5,Undeclared,Maine,1
2014,5,Undeclared,Maryland,1
2014,5,Undeclared,Massachusetts,2
2014,5,Undeclared,Michigan,1
2014,5,Undeclared,Minnesota,1
2014,5,Undeclared,Mississippi,1
2014,5,Undeclared,Missouri,1
2014,5,Undeclared,Montana,1
2014,5,Undeclared,New Jersey,1
2014,5,Undeclared,New York,3
2014,5,Undeclared,North Carolina,1
2014,5,Undeclared,Ohio,2
2014,5,Undeclared,Oklahoma,1
2014,5,Undeclared,Pennsylvania,2
2014,5,Undeclared,South Carolina,1
2014,5,Undeclared,Tennessee,1
2014,5,Undeclared,Texas,1
2014,5,Undeclared,Utah,1
2014,5,Undeclared,Virginia,1
2014,5,Undeclared,Wisconsin,1
2014,5,Undeclared,New Hampshire,1
2014,5,Undeclared,Vermont,1
2014,6,Listeria,New York,1
2014,6,Listeria,Texas,1
2014,6,Listeria,Arizona,1
2014,6,Listeria,Indiana,2
2014,6,Listeria,Illinois,1
2014,6,Listeria,Missouri,1
2014,6,Mold,California,1
2014,6,Mold,Florida,1
2014,6,Mold,Hawaii,1
2014,6,Mold,Minnesota,1
2014,6,Mold,Mississippi,1
2014,6,Mold,Missouri,1
2014,6,Mold,Nebraska,1
2014,6,Mold,North Carolina,1
2014,6,Others,California,4
2014,6,Others,Georgia,3
2014,6,Others,Hawaii,2
2014,6,Others,Arizona,2
2014,6,Others,Connecticut,1
2014,6,Others,Florida,3
2014,6,Others,Illinois,5
2014,6,Others,Indiana,5
2014,6,Others,Iowa,1
2014,6,Others,Louisiana,1
2014,6,Others,Michigan,1
2014,6,Others,Mississippi,1
2014,6,Others,Nevada,2
2014,6,Others,New Hampshire,1
2014,6,Others,New York,2
2014,6,Others,North Carolina,2
2014,6,Others,Ohio,2
2014,6,Others,Pennsylvania,2
2014,6,Others,South Carolina,1
2014,6,Others,Texas,5
2014,6,Others,Washington,3
2014,6,Others,Colorado,3
2014,6,Others,Wisconsin,2
2014,6,Others,Minnesota,2
2014,6,Others,Alaska,1
2014,6,Others,New Jersey,2
2014,6,Others,Virginia,1
2014,6,Others,Kentucky,2
2014,6,Others,Massachusetts,2
2014,6,Others,Oregon,1
2014,6,Others,Alabama,1
2014,6,Others,Idaho,1
2014,6,Others,Missouri,1
2014,6,Others,Oklahoma,1
2014,6,Pseudomonas,Alabama,1
2014,6,Pseudomonas,Arizona,1
2014,6,Pseudomonas,Arkansas,1
2014,6,Pseudomonas,California,1
2014,6,Pseudomonas,Colorado,1
2014,6,Pseudomonas,Georgia,1
2014,6,Pseudomonas,Illinois,1
2014,6,Pseudomonas,Kansas,1
2014,6,Pseudomonas,Kentucky,1
2014,6,Pseudomonas,Maryland,1
2014,6,Pseudomonas,Massachusetts,1
2014,6,Pseudomonas,Michigan,1
2014,6,Pseudomonas,Minnesota,1
2014,6,Pseudomonas,Missouri,1
2014,6,Pseudomonas,Montana,1
2014,6,Pseudomonas,Nevada,1
2014,6,Pseudomonas,New Mexico,1
2014,6,Pseudomonas,New York,1
2014,6,Pseudomonas,North Carolina,1
2014,6,Pseudomonas,Ohio,1
2014,6,Pseudomonas,Oklahoma,1
2014,6,Pseudomonas,Pennsylvania,1
2014,6,Pseudomonas,South Carolina,1
2014,6,Pseudomonas,Tennessee,1
2014,6,Pseudomonas,Texas,1
2014,6,Pseudomonas,Utah,1
2014,6,Pseudomonas,Wisconsin,1
2014,6,Salmonella,Virginia,1
2014,6,Salmonella,California,1
2014,6,Salmonella,Illinois,1
2014,6,Salmonella,Michigan,1
2014,6,Salmonella,New Jersey,1
2014,6,Salmonella,Ohio,1
2014,6,Salmonella,Wisconsin,1
2014,6,Undeclared,California,5
2014,6,Undeclared,Florida,4
2014,6,Undeclared,Georgia,3
2014,6,Undeclared,Illinois,3
2014,6,Undeclared,Maryland,2
2014,6,Undeclared,North Carolina,3
2014,6,Undeclared,Ohio,5
2014,6,Undeclared,Pennsylvania,2
2014,6,Undeclared,Virginia,4
2014,6,Undeclared,Washington,3
2014,6,Undeclared,Arkansas,2
2014,6,Undeclared,Indiana,3
2014,6,Undeclared,Iowa,3
2014,6,Undeclared,Kansas,3
2014,6,Undeclared,Kentucky,3
2014,6,Undeclared,Michigan,2
2014,6,Undeclared,Minnesota,2
2014,6,Undeclared,Missouri,2
2014,6,Undeclared,Nebraska,2
2014,6,Undeclared,Oklahoma,3
2014,6,Undeclared,Texas,3
2014,6,Undeclared,West Virginia,1
2014,6,Undeclared,Wisconsin,2
2014,6,Undeclared,Colorado,3
2014,6,Undeclared,Mississippi,2
2014,6,Undeclared,New Jersey,3
2014,6,Undeclared,New York,2
2014,6,Undeclared,Oregon,2
2014,6,Undeclared,Utah,1
2014,6,Undeclared,Hawaii,2
2014,6,Undeclared,Alabama,1
2014,6,Undeclared,Alaska,1
2014,6,Undeclared,Arizona,1
2014,6,Undeclared,Connecticut,1
2014,6,Undeclared,Delaware,1
2014,6,Undeclared,Idaho,1
2014,6,Undeclared,Maine,1
2014,6,Undeclared,Massachusetts,1
2014,6,Undeclared,New Hampshire,1
2014,6,Undeclared,New Mexico,1
2014,6,Undeclared,North Dakota,1
2014,6,Undeclared,Rhode Island,1
2014,6,Undeclared,South Carolina,1
2014,6,Undeclared,Tennessee,1
2014,6,Undeclared,Vermont,1
2014,6,Undeclared,Wyoming,1
2014,7,E-Coli,Tennessee,1
2014,7,Listeria,Illinois,1
2014,7,Listeria,Indiana,1
2014,7,Listeria,Minnesota,1
2014,7,Listeria,Texas,1
2014,7,Listeria,Wisconsin,1
2014,7,Mold,California,1
2014,7,Mold,Indiana,1
2014,7,Others,California,1
2014,7,Others,Indiana,6
2014,7,Others,Washington,3
2014,7,Others,Texas,3
2014,7,Others,Michigan,1
2014,7,Others,New Jersey,1
2014,7,Others,New York,2
2014,7,Others,Florida,1
2014,7,Others,Illinois,2
2014,7,Others,Massachusetts,1
2014,7,Others,Pennsylvania,1
2014,7,Others,Virginia,1
2014,7,Others,Maryland,1
2014,7,Others,Oregon,1
2014,7,Others,Iowa,1
2014,7,Others,Missouri,1
2014,7,Others,Wisconsin,2
2014,7,Others,Colorado,1
2014,7,Others,Louisiana,1
2014,7,Others,Oklahoma,1
2014,7,Others,Tennessee,2
2014,7,Others,Ohio,1
2014,7,Others,Hawaii,1
2014,7,Salmonella,Colorado,1
2014,7,Salmonella,Idaho,1
2014,7,Salmonella,Indiana,1
2014,7,Salmonella,Kansas,1
2014,7,Salmonella,New Mexico,1
2014,7,Salmonella,Oregon,1
2014,7,Salmonella,Utah,1
2014,7,Salmonella,Virginia,1
2014,7,Undeclared,South Carolina,3
2014,7,Undeclared,Missouri,3
2014,7,Undeclared,Oregon,3
2014,7,Undeclared,Indiana,3
2014,7,Undeclared,New Jersey,3
2014,7,Undeclared,New York,5
2014,7,Undeclared,Pennsylvania,4
2014,7,Undeclared,Alabama,2
2014,7,Undeclared,Alaska,1
2014,7,Undeclared,Arizona,2
2014,7,Undeclared,Arkansas,2
2014,7,Undeclared,California,3
2014,7,Undeclared,Colorado,2
2014,7,Undeclared,Connecticut,2
2014,7,Undeclared,Delaware,2
2014,7,Undeclared,Florida,2
2014,7,Undeclared,Georgia,1
2014,7,Undeclared,Hawaii,1
2014,7,Undeclared,Idaho,2
2014,7,Undeclared,Illinois,2
2014,7,Undeclared,Iowa,1
2014,7,Undeclared,Kansas,1
2014,7,Undeclared,Kentucky,2
2014,7,Undeclared,Louisiana,1
2014,7,Undeclared,Maine,1
2014,7,Undeclared,Maryland,2
2014,7,Undeclared,Massachusetts,2
2014,7,Undeclared,Michigan,2
2014,7,Undeclared,Minnesota,2
2014,7,Undeclared,Montana,1
2014,7,Undeclared,Nebraska,2
2014,7,Undeclared,Nevada,2
2014,7,Undeclared,New Hampshire,1
2014,7,Undeclared,New Mexico,1
2014,7,Undeclared,North Carolina,2
2014,7,Undeclared,North Dakota,1
2014,7,Undeclared,Ohio,2
2014,7,Undeclared,Oklahoma,1
2014,7,Undeclared,Rhode Island,2
2014,7,Undeclared,South Dakota,1
2014,7,Undeclared,Tennessee,2
2014,7,Undeclared,Texas,2
2014,7,Undeclared,Vermont,1
2014,7,Undeclared,Virginia,2
2014,7,Undeclared,Washington,1
2014,7,Undeclared,Wisconsin,1
2014,7,Undeclared,Mississippi,1
2014,7,Undeclared,Utah,1
2014,7,Undeclared,West Virginia,1
2014,8,E-Coli,Connecticut,1
2014,8,E-Coli,Maryland,1
2014,8,E-Coli,Massachusetts,1
2014,8,E-Coli,New Jersey,1
2014,8,E-Coli,New York,1
2014,8,E-Coli,Pennsylvania,1
2014,8,E-Coli,Rhode Island,1
2014,8,Listeria,Illinois,1
2014,8,Mold,Alabama,1
2014,8,Mold,Arizona,1
2014,8,Mold,California,1
2014,8,Mold,Colorado,1
2014,8,Mold,Connecticut,1
2014,8,Mold,Delaware,1
2014,8,Mold,Florida,1
2014,8,Mold,Georgia,1
2014,8,Mold,Illinois,1
2014,8,Mold,Indiana,1
2014,8,Mold,Iowa,1
2014,8,Mold,Kansas,1
2014,8,Mold,Louisiana,1
2014,8,Mold,Maine,1
2014,8,Mold,Maryland,1
2014,8,Mold,Massachusetts,1
2014,8,Mold,Michigan,1
2014,8,Mold,Minnesota,1
2014,8,Mold,Mississippi,1
2014,8,Mold,Missouri,1
2014,8,Mold,Montana,1
2014,8,Mold,Nebraska,1
2014,8,Mold,Nevada,1
2014,8,Mold,New Jersey,1
2014,8,Mold,New Mexico,1
2014,8,Mold,New York,1
2014,8,Mold,North Carolina,1
2014,8,Mold,Ohio,1
2014,8,Mold,Oklahoma,1
2014,8,Mold,Oregon,1
2014,8,Mold,Pennsylvania,1
2014,8,Mold,South Carolina,1
2014,8,Mold,Tennessee,1
2014,8,Mold,Texas,1
2014,8,Mold,Virginia,1
2014,8,Mold,Washington,1
2014,8,Mold,West Virginia,1
2014,8,Mold,Wisconsin,1
2014,8,Others,Connecticut,2
2014,8,Others,Indiana,5
2014,8,Others,New Jersey,1
2014,8,Others,New York,2
2014,8,Others,Massachusetts,1
2014,8,Others,Illinois,2
2014,8,Others,Minnesota,1
2014,8,Others,Ohio,2
2014,8,Others,Wisconsin,1
2014,8,Others,California,3
2014,8,Others,Colorado,1
2014,8,Others,Florida,2
2014,8,Others,North Carolina,2
2014,8,Others,Pennsylvania,1
2014,8,Others,Tennessee,2
2014,8,Others,Texas,2
2014,8,Others,Arkansas,1
2014,8,Others,Georgia,1
2014,8,Others,Louisiana,1
2014,8,Others,Missouri,1
2014,8,Others,Virginia,1
2014,8,Salmonella,Georgia,2
2014,8,Salmonella,Pennsylvania,1
2014,8,Salmonella,Hawaii,1
2014,8,Salmonella,California,2
2014,8,Salmonella,Florida,1
2014,8,Salmonella,Iowa,1
2014,8,Undeclared,Texas,4
2014,8,Undeclared,New York,2
2014,8,Undeclared,Maine,1
2014,8,Undeclared,California,1
2014,8,Undeclared,Connecticut,1
2014,8,Undeclared,Florida,1
2014,8,Undeclared,Massachusetts,1
2014,8,Undeclared,Minnesota,1
2014,8,Undeclared,Missouri,1
2014,8,Undeclared,New Jersey,1
2014,8,Undeclared,Pennsylvania,1
2014,8,Undeclared,Vermont,1
2014,9,Listeria,Washington,1
2014,9,Listeria,Florida,1
2014,9,Listeria,Georgia,1
2014,9,Listeria,California,1
2014,9,Others,Nevada,1
2014,9,Others,California,5
2014,9,Others,Colorado,1
2014,9,Others,Connecticut,3
2014,9,Others,Florida,3
2014,9,Others,Georgia,6
2014,9,Others,Indiana,2
2014,9,Others,Iowa,1
2014,9,Others,Missouri,1
2014,9,Others,New Hampshire,2
2014,9,Others,New York,5
2014,9,Others,Pennsylvania,3
2014,9,Others,Texas,4
2014,9,Others,Washington,3
2014,9,Others,New Jersey,3
2014,9,Others,North Carolina,3
2014,9,Others,Wisconsin,3
2014,9,Others,Louisiana,1
2014,9,Others,Montana,1
2014,9,Others,Virginia,3
2014,9,Others,Illinois,3
2014,9,Others,Michigan,2
2014,9,Others,Ohio,2
2014,9,Others,South Carolina,1
2014,9,Others,Maryland,2
2014,9,Others,Arizona,1
2014,9,Others,Arkansas,1
2014,9,Others,Hawaii,1
2014,9,Others,Idaho,1
2014,9,Others,Kansas,1
2014,9,Others,Maine,1
2014,9,Others,Massachusetts,1
2014,9,Others,Minnesota,1
2014,9,Others,Mississippi,1
2014,9,Others,Oregon,1
2014,9,Others,Rhode Island,1
2014,9,Pseudomonas,Alabama,1
2014,9,Pseudomonas,Alaska,1
2014,9,Pseudomonas,Arizona,1
2014,9,Pseudomonas,Arkansas,1
2014,9,Pseudomonas,California,1
2014,9,Pseudomonas,Colorado,1
2014,9,Pseudomonas,Delaware,1
2014,9,Pseudomonas,Florida,1
2014,9,Pseudomonas,Georgia,1
2014,9,Pseudomonas,Illinois,1
2014,9,Pseudomonas,Indiana,1
2014,9,Pseudomonas,Iowa,1
2014,9,Pseudomonas,Kansas,1
2014,9,Pseudomonas,Kentucky,1
2014,9,Pseudomonas,Maine,1
2014,9,Pseudomonas,Maryland,1
2014,9,Pseudomonas,Massachusetts,1
2014,9,Pseudomonas,Michigan,1
2014,9,Pseudomonas,Minnesota,1
2014,9,Pseudomonas,Missouri,1
2014,9,Pseudomonas,Nebraska,1
2014,9,Pseudomonas,New Hampshire,1
2014,9,Pseudomonas,New Mexico,1
2014,9,Pseudomonas,New York,1
2014,9,Pseudomonas,North Carolina,1
2014,9,Pseudomonas,Ohio,1
2014,9,Pseudomonas,Oklahoma,1
2014,9,Pseudomonas,Oregon,1
2014,9,Pseudomonas,Pennsylvania,1
2014,9,Pseudomonas,South Carolina,1
2014,9,Pseudomonas,South Dakota,1
2014,9,Pseudomonas,Tennessee,1
2014,9,Pseudomonas,Texas,1
2014,9,Pseudomonas,Utah,1
2014,9,Pseudomonas,Vermont,1
2014,9,Pseudomonas,Virginia,1
2014,9,Pseudomonas,Washington,1
2014,9,Pseudomonas,West Virginia,1
2014,9,Pseudomonas,Wisconsin,1
2014,9,Pseudomonas,Wyoming,1
2014,9,Salmonella,California,3
2014,9,Salmonella,Wisconsin,3
2014,9,Salmonella,Florida,4
2014,9,Salmonella,Indiana,3
2014,9,Salmonella,Louisiana,1
2014,9,Salmonella,New York,4
2014,9,Salmonella,Texas,3
2014,9,Salmonella,Virginia,3
2014,9,Salmonella,Illinois,4
2014,9,Salmonella,Washington,3
2014,9,Salmonella,Georgia,1
2014,9,Salmonella,New Jersey,2
2014,9,Salmonella,Arizona,2
2014,9,Salmonella,Arkansas,1
2014,9,Salmonella,Colorado,2
2014,9,Salmonella,Maryland,2
2014,9,Salmonella,Massachusetts,1
2014,9,Salmonella,Missouri,1
2014,9,Salmonella,Nevada,2
2014,9,Salmonella,New Hampshire,1
2014,9,Salmonella,North Carolina,2
2014,9,Salmonella,Ohio,1
2014,9,Salmonella,Oklahoma,1
2014,9,Salmonella,Oregon,2
2014,9,Salmonella,Rhode Island,1
2014,9,Salmonella,Tennessee,1
2014,9,Salmonella,Utah,1
2014,9,Salmonella,Hawaii,1
2014,9,Salmonella,Kentucky,1
2014,9,Salmonella,Minnesota,1
2014,9,Undeclared,Indiana,1
2014,9,Undeclared,Maine,1
2014,9,Undeclared,Massachusetts,1
2014,9,Undeclared,New Hampshire,1
2014,9,Undeclared,Arizona,1
2014,10,Listeria,New York,1
2014,10,Mold,Alabama,1
2014,10,Mold,Arizona,1
2014,10,Mold,Arkansas,1
2014,10,Mold,California,1
2014,10,Mold,Colorado,1
2014,10,Mold,Connecticut,1
2014,10,Mold,Florida,1
2014,10,Mold,Georgia,1
2014,10,Mold,Idaho,1
2014,10,Mold,Illinois,1
2014,10,Mold,Indiana,1
2014,10,Mold,Iowa,1
2014,10,Mold,Kansas,1
2014,10,Mold,Kentucky,1
2014,10,Mold,Louisiana,1
2014,10,Mold,Maine,1
2014,10,Mold,Maryland,1
2014,10,Mold,Michigan,1
2014,10,Mold,Mississippi,1
2014,10,Mold,Missouri,1
2014,10,Mold,Nebraska,1
2014,10,Mold,Nevada,1
2014,10,Mold,New Hampshire,1
2014,10,Mold,New Jersey,1
2014,10,Mold,New Mexico,1
2014,10,Mold,New York,1
2014,10,Mold,North Carolina,1
2014,10,Mold,Ohio,1
2014,10,Mold,Oklahoma,1
2014,10,Mold,Oregon,1
2014,10,Mold,Pennsylvania,1
2014,10,Mold,South Carolina,1
2014,10,Mold,South Dakota,1
2014,10,Mold,Texas,1
2014,10,Mold,Utah,1
2014,10,Mold,Virginia,1
2014,10,Mold,Washington,1
2014,10,Mold,West Virginia,1
2014,10,Mold,Wisconsin,1
2014,10,Mold,Wyoming,1
2014,10,Others,Arizona,2
2014,10,Others,California,2
2014,10,Others,Connecticut,3
2014,10,Others,Florida,3
2014,10,Others,Indiana,4
2014,10,Others,Maine,1
2014,10,Others,Michigan,2
2014,10,Others,Mississippi,1
2014,10,Others,Missouri,1
2014,10,Others,New Hampshire,1
2014,10,Others,New York,2
2014,10,Others,North Carolina,3
2014,10,Others,Ohio,4
2014,10,Others,Oregon,2
2014,10,Others,Rhode Island,1
2014,10,Others,Texas,2
2014,10,Others,Virginia,1
2014,10,Others,Wyoming,1
2014,10,Others,Georgia,2
2014,10,Others,Illinois,2
2014,10,Others,Maryland,2
2014,10,Others,New Jersey,1
2014,10,Others,Tennessee,2
2014,10,Others,Pennsylvania,2
2014,10,Others,West Virginia,1
2014,10,Others,Kansas,1
2014,10,Others,Oklahoma,1
2014,10,Others,South Carolina,1
2014,10,Others,Washington,1
2014,10,Salmonella,North Carolina,1
2014,10,Salmonella,Nevada,2
2014,10,Salmonella,California,2
2014,10,Salmonella,Arizona,1
2014,10,Salmonella,Indiana,1
2014,10,Salmonella,Massachusetts,1
2014,10,Salmonella,New Jersey,1
2014,10,Salmonella,Oregon,1
2014,10,Salmonella,Washington,1
2014,10,Undeclared,California,3
2014,10,Undeclared,Illinois,3
2014,10,Undeclared,Indiana,2
2014,10,Undeclared,Michigan,3
2014,10,Undeclared,New York,6
2014,10,Undeclared,Ohio,4
2014,10,Undeclared,Connecticut,2
2014,10,Undeclared,Iowa,3
2014,10,Undeclared,Maine,1
2014,10,Undeclared,Maryland,3
2014,10,Undeclared,Massachusetts,4
2014,10,Undeclared,New Jersey,4
2014,10,Undeclared,Pennsylvania,3
2014,10,Undeclared,Colorado,2
2014,10,Undeclared,Florida,3
2014,10,Undeclared,Georgia,1
2014,10,Undeclared,Kansas,1
2014,10,Undeclared,Louisiana,2
2014,10,Undeclared,Minnesota,1
2014,10,Undeclared,Missouri,1
2014,10,Undeclared,North Carolina,1
2014,10,Undeclared,Oregon,2
2014,10,Undeclared,Tennessee,1
2014,10,Undeclared,Texas,3
2014,10,Undeclared,Washington,1
2014,10,Undeclared,Wisconsin,1
2014,10,Undeclared,Vermont,1
2014,10,Undeclared,Virginia,1
2014,10,Undeclared,Alabama,1
2014,10,Undeclared,Hawaii,1
2014,11,Others,Connecticut,3
2014,11,Others,New Jersey,3
2014,11,Others,New York,5
2014,11,Others,Wisconsin,1
2014,11,Others,California,3
2014,11,Others,Washington,2
2014,11,Others,Pennsylvania,5
2014,11,Others,Alabama,1
2014,11,Others,Arizona,1
2014,11,Others,Arkansas,1
2014,11,Others,Colorado,2
2014,11,Others,Florida,1
2014,11,Others,Georgia,1
2014,11,Others,Indiana,2
2014,11,Others,Kansas,1
2014,11,Others,Louisiana,1
2014,11,Others,Michigan,1
2014,11,Others,Missouri,2
2014,11,Others,New Mexico,1
2014,11,Others,North Carolina,1
2014,11,Others,Ohio,1
2014,11,Others,Oklahoma,1
2014,11,Others,South Carolina,1
2014,11,Others,Texas,1
2014,11,Others,Utah,1
2014,11,Others,Virginia,1
2014,11,Others,Illinois,1
2014,11,Others,Maryland,1
2014,11,Salmonella,Indiana,3
2014,11,Salmonella,Oregon,1
2014,11,Salmonella,Washington,1
2014,11,Salmonella,Florida,3
2014,11,Salmonella,Utah,1
2014,11,Salmonella,Texas,1
2014,11,Salmonella,Alabama,1
2014,11,Salmonella,Georgia,1
2014,11,Salmonella,Louisiana,1
2014,11,Salmonella,Maryland,1
2014,11,Salmonella,Massachusetts,1
2014,11,Salmonella,Michigan,1
2014,11,Salmonella,New York,1
2014,11,Salmonella,North Carolina,1
2014,11,Salmonella,Pennsylvania,1
2014,11,Salmonella,South Carolina,1
2014,11,Salmonella,Virginia,1
2014,11,Salmonella,Wisconsin,1
2014,11,Undeclared,New Jersey,1
2014,11,Undeclared,New York,1
2014,12,Listeria,California,1
2014,12,Listeria,Florida,2
2014,12,Listeria,Illinois,1
2014,12,Listeria,Indiana,1
2014,12,Listeria,Maine,1
2014,12,Listeria,Massachusetts,1
2014,12,Listeria,New York,1
2014,12,Listeria,Pennsylvania,1
2014,12,Listeria,Rhode Island,1
2014,12,Listeria,Georgia,1
2014,12,Listeria,North Carolina,1
2014,12,Listeria,Tennessee,1
2014,12,Mold,Connecticut,1
2014,12,Mold,Delaware,1
2014,12,Mold,Georgia,2
2014,12,Mold,Illinois,1
2014,12,Mold,Indiana,1
2014,12,Mold,Iowa,1
2014,12,Mold,Maine,1
2014,12,Mold,Maryland,1
2014,12,Mold,Massachusetts,1
2014,12,Mold,Michigan,1
2014,12,Mold,Minnesota,1
2014,12,Mold,New Hampshire,1
2014,12,Mold,New York,1
2014,12,Mold,North Carolina,1
2014,12,Mold,Pennsylvania,1
2014,12,Mold,Virginia,1
2014,12,Mold,Wisconsin,1
2014,12,Mold,Alabama,1
2014,12,Mold,Florida,1
2014,12,Mold,Tennessee,1
2014,12,Others,California,3
2014,12,Others,Idaho,1
2014,12,Others,Illinois,2
2014,12,Others,Maryland,2
2014,12,Others,Washington,1
2014,12,Others,Oregon,2
2014,12,Others,Indiana,3
2014,12,Others,Michigan,2
2014,12,Others,Ohio,1
2014,12,Others,Alabama,2
2014,12,Others,New Jersey,2
2014,12,Others,New York,2
2014,12,Others,Arizona,1
2014,12,Others,Iowa,1
2014,12,Others,Massachusetts,1
2014,12,Others,Minnesota,1
2014,12,Others,Nebraska,1
2014,12,Others,Nevada,1
2014,12,Others,New Hampshire,1
2014,12,Others,Pennsylvania,1
2014,12,Others,South Carolina,1
2014,12,Others,Tennessee,1
2014,12,Others,Wisconsin,1
2014,12,Salmonella,Florida,1
2014,12,Salmonella,Georgia,1
2014,12,Salmonella,Maryland,2
2014,12,Salmonella,Massachusetts,1
2014,12,Salmonella,Arizona,1
2014,12,Salmonella,California,2
2014,12,Salmonella,Colorado,1
2014,12,Salmonella,Indiana,1
2014,12,Salmonella,Oregon,1
2014,12,Salmonella,Texas,1
2014,12,Salmonella,Washington,1
2014,12,Undeclared,Iowa,2
2014,12,Undeclared,Delaware,1
2014,12,Undeclared,Illinois,3
2014,12,Undeclared,Massachusetts,2
2014,12,Undeclared,New York,3
2014,12,Undeclared,Connecticut,1
2014,12,Undeclared,Florida,3
2014,12,Undeclared,Georgia,2
2014,12,Undeclared,Kansas,1
2014,12,Undeclared,Louisiana,1
2014,12,Undeclared,Maine,1
2014,12,Undeclared,Maryland,1
2014,12,Undeclared,Michigan,1
2014,12,Undeclared,Minnesota,1
2014,12,Undeclared,New Jersey,2
2014,12,Undeclared,North Carolina,3
2014,12,Undeclared,Ohio,1
2014,12,Undeclared,Pennsylvania,2
2014,12,Undeclared,Virginia,1
2014,12,Undeclared,West Virginia,1
2014,12,Undeclared,Wisconsin,1
